id,question,choice_0,choice_1,choice_2,label,human_expl_open-ended,gpt-theirs
3c6ba8e8a1170b2d804c3cd024afc13a,"Susan was a mean person. But even so, she could show what?",nice,kindness,generous,1,only kindness is a noun,kindness is the only thing that is nice about susan.
fe7040d821b32d63a3b8b280d0070e02,If one is neutral with regards to seeing idea become reality what would they most likely feel?,elation,feeling good,being satisfied,2,"if one is neutral, one doesn't feel positive emotions. the other 2 answer choices, which are positive, would be right if one felt good or positive about the situation, but not neutral.",happiness is the only thing that is positive.
8885acca3c66e59f2e97506a1103fee7,"If I wanted to see an apple tree, where would be a good place to go?",detroit,oregon,maryland,1,oregon is the only place where an apple tree has good conditions to grow out of detroit and maryland.,oregon is the best place to go
2d826ec5cd99719720abe1e357e7d9fb,The steel cable could be used to pull the tug if Steve had what?,factory,winch,ship,1,you would use a winch to pull a tug,a winch is the only thing that can pull the tug.
0241d8533a568c7be0e30b59ba515460,"The child had stopped the tantrum from exhaustion, it seemed it had just what?",have rest,sit down,run out of steam,2,"to run out of steam is a metaphor for an individual running out of energy. as the child stopped the tantrum from exhaustion, he had run out of steam.","a child is not tired, but is not tired."
11a06fce01a1df5916ec92b60e1d3e73,"Tweed is a fabric I am looking to make clothing with, where should I go to buy some?",clothing stores,eddie bauer,fabric store,2,because the word is right in the title that they would sell fabrics there.,a fabric is a fabric that is made from fabric that is made from fabric that is made from fabric
7a71f3981bf52b3f59b0fd65d3fdac53_1,"The amount of effort put into the losing project was negligible, how much effort was put into the winning project?",important,significant,considerable,2,you would have to work hard and but a considerable amount of time  to be the winning project,the amount of effort put into winning the project is negligible.
e6b67184b99375d05d3f2887f684c684,"Returning to work was easy for Dan.  He had liked doing nothing for weeks, and after his treatment he was complately what?",painless,malaise,boredom,0,after getting treated for an aliment you shouldn't have any more pain,dan was not a patient.
2fba9ca3c39904f6418e61a2faa063e5,James put a divider between arithmetic and English.  This meant that he could continue using what?,office suite,notebook,math class,1,"you put dividers in notebooks; offices don't divide subjects, and you don't need to separate english in a math class",math class is the only place where you can use a divider.
44607acd228b846431fe21add697d4c8,"Someone left their shopping bag behind when they grabbed a bit to eat, where is the bag likely?",retail store,restaurant,grocery store,1,restaurant is the place where they can eat so the bag would be there,retail store is the only place that would have a bag.
dc6ed174ead2d7f95d8363a300f4e25b,"Sam thought that his money would grow, instead his savings only did what?",shrink,get smaller,diminish,2,"by using instead it shows that the action thought to happen did not, so the opposite of growth would be diminish",shrink is the only option that is not what you would grow.
2d3f83cabc50219941904ced0eb2894c,"He wanted a saxophone, so he went where?",orchestra,music store,marching band,1,saxophones are sold at a music store.,marching band is the only place that is not a concert venue.
d3543827743930ea9f7360d339de74fc,If something is going to die what is likely to happen first?,go to heaven,stop living,stop breathing,2,"the first thing that happens when something is going to die is that is stops breathing, then it stops living and then goes to heaven.",death is the only option that is likely to happen.
a1f17a40eef76c28177bd2bd60864990,Sam intentionally lost his tickets.  He didn't want to listen to people singing all night. Where was Sam going?,train station,race track,opera,2,performances that have multiple people singing for long times are usually operas.,the opera is the only place where people can sing all night.
de3f4c27ea66e7f6735ec4e6e925dfd9,Where is the most famous cartoon mouse from?,trap,sewer,disneyland,2,"explore disneyland park, a world where fantastical dreams come true! plan a visit to disneyland resort in california and immerse yourself in pure ...",the best option is the most famous cartoon mouse from the unerringly's.
9a4039c873d179816f6d6bc43cea2a2d,Where do investment bankers hang out in the suburbs?,michigan,country club,wall street,1,"country clubs are found in suburbs, wall street is not. there are suburbs in more places than michigan.",country club is the only place that is not a country club.
93c9feb86e29dedb08d2e0346e167edc,"He drew a ball using a compass, what quality did the drawing of the ball have?",round,spherical,circular,2,a compass always produces a circle. spheres can only exist in 3 dimensions. round is less precise than circular.,round is the only thing that is round
10ce9f17e72c70bde21544edbe5b9591,What kind of leave did the manager assign all nonessential personnel?,necessary,required,mandatory,2,they must have a days off. it is mandatory,the manager assign all nonessential personnel to nonessential personnel
28edafb39cf0848c9f77e9116c9c41c2,"Even in the city he liked to get outside when he could, he really liked to sit by the pond and then walk around the what?",forest,countryside,park,2,mind will relax in to sit on the pond and lake sides,the forest is the only place where you can get out of the city.
f39eb5475af7905c931e170f414db541,Where would you stand in a line and not need a coat if it is cold outside?,bus stop,graph,post office,2,"you would be standing in a line inside, such as a post office.",a bus stop is the only place where you would stand in a line.
e2a3bc8de7200566a33f7b39bdec9b4f,"The child always talked about being hungry, but the mom was in a hurry, what did the child have to do?",eat quickly,eat vegetables,have food,0,if the child wanted to eat then they'd better do it quickly otherwise mom will not wait,eating fast is the only option that is a good option.
8a9c64e3111b61eb008c40bfda8be76d,"He was on tilt and losing hand after hand, the playing cards were causing him great what?",happiness,anger,amusement,1,doing bad in cards normaly equals anger.,he was on tilt and losing hand
98271e0826e61225312803264c1b5c79,What might a person receive from their boss if they do a poor job?,misfortune,criticism,fearful,1,an employee who doesn't do what is asked of him/her can expect to be reprimanded by his/her superior.,a person receives a bad job because they are afraid of being fired.
442dd2d372228b9942f55d761ef961a3,Where are there more telephone booths?,city,gas stations,london,0,"telephone booths are found all over cities, with some having more than even london.",london is the only place that is not a city.
30b7e947701cc149c818296535a95686,What happens to your bladder when you drink a lot of water?,empty,full,filled,2,you filled something if you put something in it,"when you drink a lot of water, you fill it with water."
